Date,IVV US Equity  (L2),IEUR US Equity  (L1),MCHI US Equity  (R2),NAFTRAC MM Equity  (R1)
4/20/2015,211.28,46.82,61.56,45.1
4/17/2015,209.36,46.7095,61.22,45.03
4/16/2015,211.81,47.34,63.44,45.49
4/15/2015,211.91,47.2,62.47,45.28
4/14/2015,210.83,47.0499,62.21,45.03
4/13/2015,210.46,46.55,62.77,45.02
4/10/2015,211.43,46.75,62.25,44.91
4/9/2015,210.33,46.73,62.84,44.98
4/8/2015,209.41,46.75,60.21,45.02
4/7/2015,208.66,46.63,56.75,45.04
4/6/2015,209.28,46.725,56.71,44.89
4/2/2015,207.76,46.325,56.07,
4/1/2015,207.18,45.89,55.39,44.19
3/31/2015,207.83,45.49,54.5,43.71
3/30/2015,209.62,46.24,54.79,43.93
3/27/2015,207.1,46.09,52.84,43.64
3/26/2015,206.68,46.01,52.08,43.26
3/25/2015,207.19,46.4501,52.07,43.59
3/24/2015,211.17,46.77,52.69,44.06
3/23/2015,212.5,46.88,52.9,43.95
3/20/2015,212.85,46.52,52.97,44.02
3/19/2015,210.99,45.4,52.79,44.15
3/18/2015,211.9,45.938,52.91,44.38
3/17/2015,209.43,45,52.14,43.79
3/16/2015,210.14,45.13,51.83,
3/13/2015,207.27,44.5799,50.94,44.01
3/12/2015,208.55,44.8399,50.76,44.06
3/11/2015,205.98,44.49,50.28,43.23
3/10/2015,206.4214,44.57,50,43.01
3/9/2015,209.85,45.61,51.1,43.26
3/6/2015,208.98,45.42,50.65,43.24
3/5/2015,211.93,46.3099,51.2,43.49
3/4/2015,211.71,46.16,51.48,43.28
3/3/2015,212.6,46.26,52,43.61
3/2/2015,213.56,46.64,53.3,43.94
2/27/2015,212.21,46.6699,53.06,44.19
2/26/2015,212.91,46.56,53.08,44.39
2/25/2015,213.15,46.69,52.54,43.83
2/24/2015,213.31,46.73,52.71,43.94
2/23/2015,212.67,46.46,52.09,43.71
2/20/2015,212.74,46.71,52.49,43.6
2/19/2015,211.45,46.02,52.13,43.29
2/18/2015,211.62,46.11,52.19,43.09
2/17/2015,211.66,45.91,52.37,43.3
2/16/2015,,,,42.93
2/13/2015,211.28,45.7,52.12,43.1
2/12/2015,210.33,45.69,51.81,43
2/11/2015,208.39,44.72,51.05,41.91
2/10/2015,208.29,45.02,51.1,42.63
2/9/2015,206.06,44.58,50.78,42.8
2/6/2015,206.95,44.58,51.03,42.7
2/5/2015,207.62,45.45,52.1735,42.44
2/4/2015,205.47,44.65,52.24,41.68
2/3/2015,206.2,45.25,51.83,41.53
2/2/2015,203.31,44.36,51.1,
1/30/2015,200.87,44.02,50.4,40.92
1/29/2015,203.45,44.51,51.51,41.85
1/28/2015,201.52,43.83,51.15,42.18
1/27/2015,204.16,44.49,51.9,42.65
1/26/2015,206.94,44.59,52.76,42.73
1/23/2015,206.39,43.99,52.85,42.64
1/22/2015,207.5,44.21,53.06,43.13
1/21/2015,204.5,44.05,52.18,42.5
1/20/2015,203.5,43.67,50.56,41.74
1/19/2015,,,,41.26
1/16/2015,203,43.32,50.95,41.39
1/15/2015,200.43,42.9,51.2,41.02
1/14/2015,202.33,42.6,50.9,40.97
1/13/2015,203.56,42.66,51.43,41.5
1/12/2015,204.09,42.5,50.85,41.83
1/9/2015,205.65,42.55,51.32,42.38
1/8/2015,207.4,42.71,51.49,42.41
1/7/2015,203.76,42.16,50.98,41.81
1/6/2015,201.27,41.78,49.71,41.31
1/5/2015,203.1,42.2,50.19,41.05
1/2/2015,206.73,43.5,50.26,42.09
12/31/2014,206.87,43.74,50.23,43.1
12/30/2014,209.01,44.04,49.46,43.27
12/29/2014,210.21,44.25,50.05,43.17
12/26/2014,209.85,44.7,50.08,42.97
12/24/2014,209.29,44.53,48.88,43.04
12/23/2014,210.32,44.27,49.21,43.14
12/22/2014,209.99,44.44,49.84,42.84
12/19/2014,209.01,44.315,48.91,42.55
12/18/2014,208.11,44.34,48.71,42.48
12/17/2014,203.13,43.36,48.43,40.98
12/16/2014,199.26,43.32,47.77,40.19
12/15/2014,200.82,42.82,47.95,40.29
12/12/2014,202.25,43.59,48.14,
12/11/2014,205.54,44.6,48.82,41.72
12/10/2014,204.5999,44.67,48.52,41.33
12/9/2014,207.84,45.155,48.79,42.33
12/8/2014,207.98,45.63,50.37,42.93
12/5/2014,209.44,45.93,50.89,43.21
12/4/2014,209.05,45.74,50.4,42.82
12/3/2014,209.3,45.78,49.23,43.1
12/2/2014,208.48,45.8,49.52,43.03
12/1/2014,207.18,45.919,48.52,43.4
11/28/2014,208.58,45.89,49.78,44.21
11/27/2014,,,,44.71
11/26/2014,209.04,46.22,50.33,44.7
11/25/2014,208.54,46.13,48.96,44.45
11/24/2014,208.68,45.87,49.3,44.62
11/21/2014,208.04,45.41,49.33,44.65
11/20/2014,206.92,45.1401,47.66,44.18
11/19/2014,206.6,45.4,47.95,44.12
11/18/2014,206.91,45.39,48.2,43.47
11/17/2014,205.66,44.76,48.67,
11/14/2014,205.58,44.73,50.04,43.39
11/13/2014,205.49,44.66,49.03,43.73
11/12/2014,205.36,44.55,48.73,43.74
11/11/2014,205.52,45.02,48.77,44.3
11/10/2014,205.3,44.67,48.62,44.52
11/7/2014,204.76,44.4999,48.55,44.62
11/6/2014,204.5,44.5,48.7,44.85
11/5/2014,203.73,44.66,48.79,45.11
11/4/2014,202.43,44.42,49.1,44.9
11/3/2014,203.11,44.54,48.89,45.16
10/31/2014,202.99,44.93,49.21,45
10/30/2014,200.81,44.52,48.65,44.6
10/29/2014,199.44,44.23,48.61,44.24
10/28/2014,199.67,44.72,48.46,44.07
10/27/2014,197.43,44.01,47.32,43.79
10/24/2014,197.68,44.26,47.83,43.67
10/23/2014,196.28,44.1,47.7,43.7
10/22/2014,194,43.611,47.43,43.46
10/21/2014,195.35,44.02,47.54,43.61
10/20/2014,191.58,43.27,47.39,43.23
10/17/2014,189.77,43.07,47.27,43.3
10/16/2014,187.43,42.1001,46.79,42.94
10/15/2014,187.49,42.64,46.96,43.02
10/14/2014,189,43.03,47.18,43.18
10/13/2014,188.56,43.1,47.13,43.13
10/10/2014,191.8,43.08,46.85,43.41
10/9/2014,193.9,43.61,47.76,44.11
10/8/2014,197.94,44.99,48.46,44.54
10/7/2014,194.56,44.22,47.68,44.54
10/6/2014,197.56,45.145,48.05,44.82
10/3/2014,197.82,44.775,47.12,44.66
10/2/2014,195.68,44.85,46.37,44.25
10/1/2014,195.66,45.44,46.49,44.41
9/30/2014,198.26,45.96,47.38,44.95
9/29/2014,198.78,46.07,47.3,44.9
9/26/2014,199.29,46.39,48.52,44.9
9/25/2014,197.59,46.2249,48.37,44.76
9/24/2014,200.89,46.89,49.2,45.15
9/23/2014,200.28,46.785,48.21,45
9/22/2014,201.39,47.35,48.47,45.28
9/19/2014,202.87,47.4,49.35,45.75
9/18/2014,203.11,47.75,49.85,46.19
9/17/2014,202.05,47.36,49.87,46.05
9/16/2014,201.8,47.5,50.2,
9/15/2014,200.26,47.27,49.83,45.88
9/12/2014,200.48,47.42,50.49,45.81
9/11/2014,201.62,47.42,50.82,45.65
9/10/2014,201.43,47.58,51.06,45.88
9/9/2014,200.67,47.39,51.72,45.91
9/8/2014,201.93,47.47,52.13,46.38
9/5/2014,202.43,48.1,52.42,46.26
9/4/2014,201.51,48,51.97,46.3
9/3/2014,201.85,48.19,51.93,46.03
9/2/2014,201.88,47.91,50.44,45.84
9/1/2014,,,,45.48
8/29/2014,201.96,47.93,50.13,45.64
8/28/2014,201.42,47.9,50.08,45.47
8/27/2014,201.61,48.19,50.79,45.59
8/26/2014,201.65,48.05,51.06,45.44
8/25/2014,201.5,47.95,51.05,45.47
8/22/2014,200.46,47.42,50.66,45.34
8/21/2014,200.75,47.81,50.63,45.39
8/20/2014,200.24,47.53,51.18,45.22
8/19/2014,199.71,47.6999,51.3,44.97
8/18/2014,198.62,47.62,51.21,44.84
8/15/2014,197.02,47.15,50.9,44.61
8/14/2014,196.95,47.25,50.92,44.77
8/13/2014,196.11,46.93,51.4,44.72
8/12/2014,194.8,46.78,50.89,44.72
8/11/2014,195.08,46.92,50.8,44.68
8/8/2014,194.47,46.53,50.25,44.08
8/7/2014,192.25,46.31,49.42,44.13
8/6/2014,193.27,46.86,49.75,44.46
8/5/2014,193.2,46.975,49.96,44.46
8/4/2014,195.12,47.4,50.48,44.57
8/1/2014,193.74,47.21,49.94,44
7/31/2014,194.25,47.769,49.49,43.81
7/30/2014,198.25,48.53,50.06,44.29
7/29/2014,198.19,48.72,50.43,44.49
7/28/2014,199.08,48.6744,50.57,44.55
7/25/2014,199.01,48.86,49.77,44.42
7/24/2014,199.89,49.1925,49.78,44.44
7/23/2014,199.9,49.02,49.31,44.18
7/22/2014,199.51,48.8201,48.81,44.24
7/21/2014,198.57,48.79,47.91,44.15
7/18/2014,198.94,48.79,47.89,44.26
7/17/2014,197,48.5192,47.57,43.91
7/16/2014,199.29,49.53,48.27,44
7/15/2014,198.49,48.76,47.97,43.97
7/14/2014,198.85,49.05,47.96,43.93
7/11/2014,197.9,48.6211,47.42,43.46
7/10/2014,197.56,48.58,47.21,43.45
7/9/2014,198.45,49.153,47.5,43.66
7/8/2014,197.57,49.1499,47.67,43.37
7/7/2014,198.85,49.82,47.94,43.48
7/4/2014,,,,43.58
7/3/2014,199.51,50.41,47.81,43.64
7/2/2014,198.49,50.178,47.34,43.25
7/1/2014,198.3,50.13,46.7,42.84
6/30/2014,197,49.66,46.37,42.71
6/27/2014,197.26,49.36,46.45,42.46
6/26/2014,196.66,49.43,46.33,42.59
6/25/2014,196.8,49.6,45.86,42.85
6/24/2014,196,49.82,46.24,42.86
6/23/2014,198.1,50.24,46.41,42.92
6/20/2014,198.06,50.35,46.98,42.86
6/19/2014,197.69,50.508,47.05,42.98
6/18/2014,197.53,50.43,47.47,42.8
6/17/2014,196,49.67,47.24,42.6
6/16/2014,195.54,49.67,47.24,42.58
6/13/2014,195.36,49.91,47.37,42.51
6/12/2014,194.73,49.9499,46.79,42.59
6/11/2014,196.17,,46.81,42.92
6/10/2014,196.8,,47.14,43.02
6/9/2014,196.84,,46.81,42.99
6/6/2014,196.62,,46.39,42.78
6/5/2014,195.63,,46.6,42.16
6/4/2014,194.34,,46.24,41.93
6/3/2014,193.99,,46.66,42.11
6/2/2014,194.11,,46.22,41.92
5/30/2014,193.87,,45.86,41.39
5/29/2014,193.53,,45.86,41.99
5/28/2014,192.56,,45.9,41.97
5/27/2014,192.73,,45.59,41.95
5/26/2014,,,,41.99
5/23/2014,191.55,,45.81,41.89
5/22/2014,190.74,,45.76,41.97
5/21/2014,190.26,,45.26,41.82
5/20/2014,188.68,,44.75,41.78
5/19/2014,189.87,,44.94,41.86
5/16/2014,189.24,,45.08,41.9
5/15/2014,188.55,,44.74,41.56
5/14/2014,190.19,,44.88,42.11
5/13/2014,191.14,,44.45,42.25
5/12/2014,190.88,,44.26,42.11
5/9/2014,189.21,,43.29,41.65
5/8/2014,188.87,,43.35,41.63
5/7/2014,188.99,,43.59,41.83
5/6/2014,187.96,,43.73,41.48
5/5/2014,189.6,,43.72,41.06
5/2/2014,189.26,,44.12,40.94
5/1/2014,189.42,,43.91,
4/30/2014,189.54,,43.84,40.68
4/29/2014,188.87,,44.16,40.7
4/28/2014,188.07,,43.6,40.12
4/25/2014,187.45,,44.06,40.19
4/24/2014,189.02,,44.45,40.4
4/23/2014,188.62,,44.46,40.28
4/22/2014,189.01,,44.89,40.47
4/21/2014,188.22,,45.14,40.66
4/17/2014,187.54,,45.43,
4/16/2014,187.25,,45.29,40.88
4/15/2014,185.36,,44.74,40.48
4/14/2014,184.03,,45.88,40.53
4/11/2014,182.6,,45.89,40.36
4/10/2014,184.23,,46.4,40.44
4/9/2014,188.24,,46.3,40.94
4/8/2014,186.24,,45.68,40.91
4/7/2014,185.41,,45.13,40.57
4/4/2014,187.56,,44.99,40.59
4/3/2014,189.81,,45.37,40.52
4/2/2014,189.99,,45.47,40.9
4/1/2014,189.38,,45.35,40.45
3/31/2014,188.14,,44.99,40.44
3/28/2014,186.56,,44.93,40.04
3/27/2014,185.77,,44.12,39.89
3/26/2014,186.09,,43.9,39.75
3/25/2014,187.49,,44.01,39.78
3/24/2014,187.4,,43.7,39.83
3/21/2014,188.19,,43.37,40.03
3/20/2014,188.9,,42.41,39.56
3/19/2014,187.8,,42.6,38.79
3/18/2014,188.84,,43.2,38.82
3/17/2014,187.46,,42.52,
3/14/2014,185.76,,42.42,37.93
3/13/2014,186.27,,42.48,38.02
3/12/2014,188.399,,43.45,38.63
3/11/2014,188.38,,43.6,38.69
3/10/2014,189.32,,44.17,38.67
3/7/2014,189.4,,44.8,38.9
3/6/2014,189.28,,45.37,39.16
3/5/2014,188.74,,44.88,39.03
3/4/2014,188.82,,45.32,39.07
3/3/2014,186.09,,44.81,38.52
2/28/2014,187.34,,45.27,38.78
2/27/2014,186.94,,45.45,38.95
2/26/2014,185.95,,44.3,38.6
2/25/2014,185.95,,44.1,39.01
2/24/2014,185.86,,44.87,39.79
2/21/2014,185.08,,45.36,39.7
2/20/2014,185.18,,45.27,39.68
2/19/2014,184.14,,45.48,39.99
2/18/2014,185.37,,45.35,40.45
2/17/2014,,,,40.7
2/14/2014,185.09,,45.42,40.7
2/13/2014,184.11,,45.06,40.3
2/12/2014,183.22,,44.75,40.67
2/11/2014,183.07,,44.8,40.78
2/10/2014,181.07,,43.48,40.1
2/7/2014,180.82,,43.77,40.49
2/6/2014,178.49,,43.49,40.31
2/5/2014,176.14,,42.85,39.9
2/4/2014,176.37,,43.34,40.06
2/3/2014,175.17,,42.77,
1/31/2014,179.17,,43.91,40.86
1/30/2014,180.3,,43.93,41
1/29/2014,178.38,,43.83,40.69
1/28/2014,180.12,,43.98,40.65
1/27/2014,178.96,,43.535,40.85
1/24/2014,179.9,,43.68,40.95
1/23/2014,183.87,,44.98,41.51
1/22/2014,185.39,,46.6,42.04
1/21/2014,185.26,,45.71,41.85
1/20/2014,,,,41.96
1/17/2014,184.75,,45.76,41.91
1/16/2014,185.46,,45.76,42.16
1/15/2014,185.78,,46.04,42.55
1/14/2014,184.73,,46.13,42.41
1/13/2014,182.78,,45.5,42.15
1/10/2014,185.23,,46.3,42.43
1/9/2014,184.75,,45.52,41.61
1/8/2014,184.66,,46.15,41.5
1/7/2014,184.56,,45.67,41.78
1/6/2014,183.43,,45.65,41.51
1/3/2014,183.93,,46.35,42.07
1/2/2014,184.01,,46.8,42.18
12/31/2013,185.65,,48.22,42.68
12/30/2013,184.88,,47.71,42.94
12/27/2013,184.97,,47.9,42.75
12/26/2013,185.01,,47.15,42.56
12/24/2013,184.12,,47.51,42.61
12/23/2013,183.59,,46.77,42.51
12/20/2013,183.53,,46.82,42.22
12/19/2013,182.56,,47.13,42.18
12/18/2013,182.67,,48.09,42.07
12/17/2013,179.56,,47.51,41.73
12/16/2013,180.17,,48.14,42.05
12/13/2013,179.1,,48.18,41.87
12/12/2013,179.17,,47.85,
12/11/2013,179.72,,48.22,42.29
12/10/2013,181.83,,49.64,42.47
12/9/2013,182.39,,49.69,42.28
12/6/2013,181.99,,49.96,41.92
12/5/2013,179.99,,49.01,41.91
12/4/2013,180.67,,49.26,42.05
12/3/2013,180.88,,48.94,41.91
12/2/2013,181.57,,49.2,42.15
11/29/2013,181.96,,49.88,42.42
11/28/2013,,,,42.15
11/27/2013,182.14,,49.87,41.84
11/26/2013,181.69,,48.91,40.99
11/25/2013,181.66,,48.48,40.96
11/22/2013,181.84,,49.35,41.17
11/21/2013,180.9,,49.04,40.97
11/20/2013,179.51,,48.85,40.74
11/19/2013,180.08,,49.35,40.66
11/18/2013,180.52,,49.47,
11/15/2013,181.12,,48.18,41.04
11/14/2013,180.35,,46.35,40.33
11/13/2013,179.28,,45.84,39.73
11/12/2013,177.9,,46.08,39.56
11/11/2013,178.3,,46.4,39.7
11/8/2013,178.3,,46.14,39.85
11/7/2013,175.91,,46.05,40
11/6/2013,178.16,,46.8,40.26
11/5/2013,177.31,,46.87,40.27
11/4/2013,177.81,,47.36,41
11/1/2013,177.21,,47.27,41.07
10/31/2013,176.69,,46.95,41
10/30/2013,177.37,,46.88,40.99
10/29/2013,178.24,,46.41,41.24
10/28/2013,177.19,,45.96,41.14
10/25/2013,176.99,,45.88,40.66
10/24/2013,176.2,,45.88,40.22
10/23/2013,175.62,,46.39,40.52
10/22/2013,176.3,,47.82,40.8
10/21/2013,175.36,,47.85,40.33
10/18/2013,175.33,,47.65,40.38
10/17/2013,174.15,,47.54,40.18
10/16/2013,173.04,,47.67,40.34
10/15/2013,170.58,,47.47,40.2
10/14/2013,171.97,,48.08,40.86
10/11/2013,171.2,,47.86,40.98
10/10/2013,170.14,,47.62,40.48
10/9/2013,166.49,,46.96,39.87
10/8/2013,166.42,,46.69,39.91
10/7/2013,168.34,,46.78,40.45
10/4/2013,169.79,,47.26,40.92
10/3/2013,168.55,,46.61,40.82
10/2/2013,170.01,,46.78,41.3
10/1/2013,170.27,,46.68,41.37
9/30/2013,168.9,,46.05,40.16
9/27/2013,169.85,,46.6,40.93
9/26/2013,170.58,,46.8,41.38
9/25/2013,170.05,,46.85,41.75
9/24/2013,170.54,,47.1,41.21
9/23/2013,171.75,,47.64,41.27
9/20/2013,172.47,,47.24,41.2
9/19/2013,173.78,,47.79,41.7
9/18/2013,174.01,,48.16,41.93
9/17/2013,171.99,,47.19,41.06
9/16/2013,171.3,,47.42,
9/13/2013,170.18,,47.1,41.06
9/12/2013,169.94,,46.8,40.75
9/11/2013,170.29,,47.35,41.58
9/10/2013,169.72,,47.8,41.74
9/9/2013,168.55,,47.16,40.98
9/6/2013,166.89,,46.11,39.9
9/5/2013,166.76,,45.9,39.66
9/4/2013,166.59,,45.4,39.75
9/3/2013,165.22,,44.73,39.55
9/2/2013,,,,40.05
8/30/2013,164.4,,43.71,39.37
8/29/2013,165.04,,43.48,39.16
8/28/2013,164.75,,43.39,39.26
8/27/2013,164.19,,43.42,39.66
8/26/2013,166.88,,44.07,40.41
8/23/2013,167.54,,44.18,40.92
8/22/2013,166.91,,44.22,40.98
8/21/2013,165.41,,43.16,41.41
8/20/2013,166.44,,43.95,41.77
8/19/2013,165.65,,44.45,41.44
8/16/2013,166.72,,44.66,42.02
8/15/2013,167.23,,44.76,42.16
8/14/2013,169.67,,45.17,42.44
8/13/2013,170.58,,45.06,42.29
8/12/2013,169.97,,44.43,42.09
8/9/2013,170.23,,43.22,42.68
8/8/2013,170.7,,43.03,42.73
8/7/2013,170.11,,42.31,42.26
8/6/2013,170.78,,42.98,41.9
8/5/2013,171.69,,43.25,41.93
8/2/2013,171.86,,43.66,42.07
8/1/2013,171.55,,43.56,41.94
7/31/2013,169.55,,42.56,40.8
7/30/2013,169.49,,42.73,40.27
7/29/2013,169.52,,42.71,40.42
7/26/2013,170.02,,43.28,41.1
7/25/2013,169.79,,43.2,40.9
7/24/2013,169.47,,42.84,40.89
7/23/2013,170.07,,43.19,40.72
7/22/2013,170.42,,42.13,40.14
7/19/2013,170.15,,42,39.91
7/18/2013,169.76,,41.9,40.2
7/17/2013,168.8,,42.16,40.24
7/16/2013,168.44,,42.11,39.64
7/15/2013,169.15,,41.9,40.29
7/12/2013,168.4,,41.47,40.29
7/11/2013,168.46,,42.33,40.48
7/10/2013,166.06,,40.27,39.98
7/9/2013,165.99,,40.35,40.21
7/8/2013,164.81,,40.19,40.12
7/5/2013,163.91,,39.99,40.63
7/4/2013,,,,41.25
7/3/2013,162.12,,39.83,40.81
7/2/2013,161.95,,40.17,40.85
7/1/2013,162.21,,40.74,41.2
6/28/2013,160.88,,40.86,40.58
6/27/2013,161.91,,40.61,39.65
6/26/2013,160.97,,41.09,38.74
6/25/2013,160.2114,,40.22,37.94
6/24/2013,158.64,,39.61,37.54
6/21/2013,160.7,,40.59,37.99
6/20/2013,160.209,,40.12,37.45
6/19/2013,164.39,,41.73,38.97
6/18/2013,166.57,,42.94,39.44
6/17/2013,165.36,,42.92,39.6
6/14/2013,164.02,,42.24,39.26
6/13/2013,165.07,,43.38,39.49
6/12/2013,162.6,,42.91,39.49
6/11/2013,163.97,,43.04,39.89
6/10/2013,165.6,,43.73,40.74
6/7/2013,165.62,,44.22,40.28
6/6/2013,163.52,,44.56,40.58
6/5/2013,162.04,,44.21,40.2
6/4/2013,164.42,,44.83,40.79
6/3/2013,165.17,,45.34,41.1
5/31/2013,164.3,,44.76,41.56
5/30/2013,166.7,,45.61,41.02
5/29/2013,166.04,,45.47,40.79
5/28/2013,167.17,,46,40.71
5/27/2013,,,,40.2
5/24/2013,166.15,,45.22,40.52
5/23/2013,166.3,,45.98,40.51
5/22/2013,166.79,,46.24,40.13
5/21/2013,168.05,,47.07,40.56
5/20/2013,167.84,,47.24,41.1
5/17/2013,167.8,,46.78,41.78
5/16/2013,166.17,,46.28,41.79
5/15/2013,166.97,,46.54,41.89
5/14/2013,166.13,,46.49,41.9
5/13/2013,164.37,,46.44,41.79
5/10/2013,164.23,,47.14,41.73
5/9/2013,163.72,,46.94,41.71
5/8/2013,164.16,,47.37,42.13
5/7/2013,163.39,,46.93,42.39
5/6/2013,162.56,,46.41,42.21
5/3/2013,162.13,,46.26,42.57
5/2/2013,160.54,,45.81,42.09
5/1/2013,159.1,,45.53,
4/30/2013,160.45,,46.19,42.26
4/29/2013,160.1,,45.79,41.89
4/26/2013,159,,45.23,41.93
4/25/2013,159.34,,45.53,42.52
4/24/2013,158.59,,45.05,42.29
4/23/2013,158.6,,44.65,43.07
4/22/2013,157,,44.82,42.89
4/19/2013,156.17,,44.4,42.76
4/18/2013,154.92,,43.15,42.49
4/17/2013,155.82,,42.99,42.6
4/16/2013,158.2,,43.8,43.23
4/15/2013,155.925,,43.01,43
4/12/2013,159.58,,44.28,44
4/11/2013,160,,44.68,44.4
4/10/2013,159.48,,44.86,44.41
4/9/2013,157.51,,44.52,43.99
4/8/2013,156.93,,43.87,43.42
4/5/2013,155.97,,43.82,43.25
4/4/2013,156.64,,44.24,43.55
4/3/2013,156.04,,44.2,43.68
4/2/2013,157.58,,44.86,44.1
4/1/2013,156.84,,44.8,43.94
3/28/2013,157.36,,45.31,
3/27/2013,156.9,,45.72,44.09
3/26/2013,157.01,,45.65,43.66
3/25/2013,155.82,,45.08,42.88
3/22/2013,157.08,,45.38,42.68
3/21/2013,155.86,,45.19,42.53
3/20/2013,157.16,,45.66,42.5
3/19/2013,156.16,,44.58,42.07
3/18/2013,156.42,,44.93,
3/15/2013,157.37,,45.74,42.65
3/14/2013,157.55,,46.28,43.36
3/13/2013,156.67,,45.6,43.28
3/12/2013,156.45,,46.43,43.97
3/11/2013,156.82,,47.22,44.02
3/8/2013,156.28,,47.78,44.29
3/7/2013,155.62,,47.22,43.96
3/6/2013,155.35,,47.06,44.15
3/5/2013,155.03,,46.86,43.99
3/4/2013,153.64,,46.46,43.87
3/1/2013,152.88,,47.17,43.97
2/28/2013,152.5,,47.36,44.08
2/27/2013,152.63,,47.02,43.79
2/26/2013,150.79,,46.41,43.52
2/25/2013,149.77,,46.37,43.51
2/22/2013,152.63,,47.11,43.87
2/21/2013,151.18,,47.06,44.12
2/20/2013,152.06,,47.76,44.32
2/19/2013,154,,48.2,44.64
2/18/2013,,,,44.16
2/15/2013,152.95,,49.07,44.18
2/14/2013,153.12,,48.91,43.85
2/13/2013,152.94,,48.88,44.1
2/12/2013,152.84,,48.55,44.86
2/11/2013,152.5,,48.52,45.09
2/8/2013,152.55,,48.57,45.07
2/7/2013,151.78,,47.97,45.03
2/6/2013,151.96,,48.81,45.55
2/5/2013,151.76,,48.89,45.66
2/4/2013,150.37,,48.69,
2/1/2013,152.03,,49.93,45.77
1/31/2013,150.46,,49.58,45.31
1/30/2013,150.86,,49.79,45.76
1/29/2013,151.42,,49.76,45.95
1/28/2013,150.92,,48.99,45.88
1/25/2013,150.92,,49.15,45.52
1/24/2013,150.18,,49.68,45.4
1/23/2013,150.14,,49.64,45.43
1/22/2013,149.86,,49.87,45.32
1/21/2013,,,,45.23
1/18/2013,149.13,,49.79,45.2
1/17/2013,148.74,,49.6,44.92
1/16/2013,147.74,,49.45,44.85
1/15/2013,147.8,,49.36,44.77
1/14/2013,147.74,,49.36,44.84
1/11/2013,147.87,,49.25,44.86
1/10/2013,147.8,,49.81,44.85
1/9/2013,146.69,,49.23,44.83
1/8/2013,146.3,,48.81,44.54
1/7/2013,146.7,,49.5,44.61
1/4/2013,147.16,,49.75,44.52
1/3/2013,146.44,,49.7754,44.34
1/2/2013,146.63,,49.99,44.29
12/31/2012,143.14,,48.5,43.69
12/28/2012,140.64,,47.57,43.66
12/27/2012,142.25,,47.54,43.45
12/26/2012,142.39,,47.55,43.49
12/24/2012,143.06,,47.1,43.5
12/21/2012,143.51,,47.22,43.62
12/20/2012,144.83,,47.8171,43.63
12/19/2012,144.03,,47.37,43.65
12/18/2012,146.05,,47.43,43.82
12/17/2012,144.34,,47.36,43.31
12/14/2012,142.76,,47.26,43.05
12/13/2012,143.26,,46.59,43
12/12/2012,144.16,,47.05,
12/11/2012,143.96,,46.94,43.13
12/10/2012,143.13,,46.95,43.11
12/7/2012,143,,46.51,42.8
12/6/2012,142.5,,46.47,42.61
12/5/2012,142.06,,46.33,42.41
12/4/2012,141.8,,45.16,42.38
12/3/2012,142.04,,44.93,42.38
11/30/2012,142.71,,45.28,41.96
11/29/2012,142.71,,45.12,42.11
11/28/2012,142.01,,45,41.92
11/27/2012,140.93,,44.83,41.77
11/26/2012,141.78,,45.3464,41.89
11/23/2012,141.83,,45.46,41.94
11/22/2012,,,,42.05
11/21/2012,140.08,,44.525,41.64
11/20/2012,139.79,,44.17,41.17
11/19/2012,139.74,,44.59,
11/16/2012,136.84,,43.5996,40.83
11/15/2012,136.28,,43.63,40.58
11/14/2012,136.58,,43.68,40.73
11/13/2012,138.32,,44.05,41.09
11/12/2012,138.87,,44.73,40.88
11/9/2012,138.6,,44.45,40.66
11/8/2012,138.58,,44.4,40.81
11/7/2012,140.25,,45.17,41.01
11/6/2012,143.51,,46.19,41.71
11/5/2012,142.41,,45.97,41.72
11/2/2012,142.1,,45.46,
11/1/2012,143.46,,45.68,41.78
10/31/2012,141.48,,44.36,41.59
10/30/2012,,,,41.55
10/29/2012,,,,41.74
10/26/2012,141.93,,44.32,41.84
10/25/2012,142.02,,44.85,41.84
10/24/2012,141.59,,44.59,42.08
10/23/2012,141.95,,44.15,42.03
10/22/2012,144.02,,44.94,42.09
10/19/2012,143.86,,44.31,42.4
10/18/2012,146.47,,44.63,42.62
10/17/2012,146.78,,44.62,42.55
10/16/2012,146.2,,44.09,42.53
10/15/2012,144.6,,43.68,42.01
10/12/2012,143.41,,43.52,41.68
10/11/2012,144.02,,43.32,41.74
10/10/2012,143.93,,42.51,41.47
10/9/2012,144.84,,42.25,41.82
10/8/2012,146.22,,42.46,41.79
10/5/2012,146.7,,42.91,41.94
10/4/2012,146.81,,42.7,41.41
10/3/2012,145.66,,42.33,41
10/2/2012,145.13,,42.38,41.18
10/1/2012,144.92,,42.36,41.13
9/28/2012,144.4,,42,40.84
9/27/2012,145.31,,42.11,40.75
9/26/2012,143.93,,41.08,40.34
9/25/2012,144.76,,41.44,40.21
9/24/2012,147.02,,42,40.55
9/21/2012,147.17,,42.03,40.37
9/20/2012,147.33,,41.74,40.5
9/19/2012,147.39,,42.25,40.96
9/18/2012,147.28,,41.81,40.61
9/17/2012,147.42,,41.97,40.62
9/14/2012,147.88,,42.51,40.69
9/13/2012,147.33,,41.97,40.69
9/12/2012,145.04,,40.97,40.26
9/11/2012,144.46,,40.61,40.02
9/10/2012,144.1,,40.26,40
9/7/2012,145,,40.72,40.08
9/6/2012,144.35,,39.76,40
9/5/2012,141.48,,38.92,39.56
